CP,f1,f2,f3,f4,f5,f6,f7,f8
3.2376,1.0324,0.4447,0.027226,0.084942,-0.46298,0.11032,-0.12877,-0.22112
3.6227,0.94844,0.23937,0.86107,-0.22592,-1.7713,0.50325,-0.07784,-0.61186
5.7975,0.95182,0.41512,-0.075986,0.35829,-0.9149,0.52193,0.30391,0.36521
2.8842,0.43607,0.4516,0.1302,-0.21228,-0.14424,-0.66497,-0.81475,-0.012792
3.1684,-0.15423,-0.1904,-0.51007,1.1712,0.70422,-0.43542,-0.0038106,-1.5659
4.4069,-0.098868,0.047333,-0.5389,0.69151,0.076737,0.84274,1.0408,-1.031
4.7576,-0.042177,-0.61321,-0.7212,0.60061,0.55664,0.033877,-0.66025,0.7329
5.9709,0.21827,-1.3507,-0.7134,1.7133,1.0857,-0.189,0.68266,0.061244
4.5796,-0.030947,-0.89787,-0.061721,0.24716,-0.1201,0.28928,0.073764,0.8387
6.5253,-0.19438,-0.59542,-0.74555,0.21932,-0.57964,-0.78913,-0.15921,-1.5098
6.2324,0.013428,-0.53007,-0.40004,-1.3167,-0.84425,-0.50618,0.54267,-1.5878
6.8398,0.56238,-0.41296,0.55528,-0.30826,-1.6625,-0.46439,-0.1592,0.49846
6.4653,-0.48012,-1.213,-1.0598,1.7147,-0.70022,-0.12048,-0.097817,1.0201
6.6096,-0.038034,-1.4096,-0.28456,1.186,0.3442,-0.81013,0.1061,0.0099881
7.7202,-0.47643,-1.2535,-1.2982,1.1438,0.45965,0.01986,0.56139,0.29905
8.6885,-0.44009,-0.37298,-0.50524,0.76337,-1.4532,-0.71542,0.092815,-0.059532
6.436,0.4267,-0.65773,0.084901,0.20193,-0.49473,-0.67207,0.78138,0.89435
5.1135,0.21981,-0.48868,-0.13225,-0.28847,-0.6859,-1.0552,0.47519,0.41624
3.6899,-0.22019,-0.039911,-1.9487,0.75503,-0.91394,-0.28506,0.0074838,0.69773
2.6354,0.11881,-0.91573,-0.81765,0.54863,0.28444,-0.85681,0.566,-0.58156
1.6089,0.17695,-0.74866,-0.3298,0.85398,0.6242,-0.64641,1.5544,-0.60106
2.2393,0.57364,-0.59056,0.64828,0.57019,0.038356,-1.596,0.67388,0.80337
0.37587,-0.86221,-0.66818,0.81533,2.7568,-1.1965,-0.3112,0.77461,-0.14787
0.94084,-0.47433,-1.0478,-0.38197,2.8111,0.21634,-0.35369,1.1227,-0.88639
2.1587,0.080378,-0.83882,-1.6008,0.68714,0.34264,-1.5177,0.84355,-0.089188
3.534,0.11049,0.28431,-2.9243,-1.4107,-0.88372,-0.59758,0.89533,0.061913
2.9762,-0.28826,-0.34187,-0.41661,-0.47913,-1.1133,-1.3447,0.75454,-0.43747
2.5655,0.21417,-0.80464,0.64219,2.1902,0.13086,-0.054614,0.97242,1.1552
2.7817,0.0080107,-0.4442,-1.1827,0.39739,-0.27477,-0.82039,0.3484,0.10989
2.5506,0.34239,-0.45099,-0.7167,-0.48965,-0.077612,-1.5034,0.27023,0.41539
1.0847,-0.057164,-0.065873,0.19096,0.76279,-0.99552,0.65265,0.19855,0.46553
1.2301,0.15962,-0.26823,-0.30727,-0.23745,0.0014654,-0.18479,0.75245,-0.53525
-1.1585,0.61894,-0.51477,-0.33625,0.014378,0.59083,-1.1392,2.5206,0.35912
1.4895,-0.51554,0.78436,-2.493,0.71193,-0.8917,-0.81616,-1.4098,-0.65182
0.65423,1.1694,-1.2489,1.2652,0.20867,0.74632,-1.5526,0.69512,-0.63075
-0.17637,0.31216,-0.31659,-0.058718,0.92278,-0.44824,-0.13695,0.21785,-1.1802
2.8852,0.64905,0.48946,-0.81749,-0.26098,-0.98648,0.65913,0.45091,0.022495
2.2446,0.74265,0.42153,0.81243,-0.13939,-0.8273,0.040667,-0.18696,0.48033
1.5258,0.39156,-0.13085,-0.28113,-0.25766,0.32894,-0.77586,-0.41672,-0.79132
2.7529,0.71786,-0.31547,0.36788,0.43197,0.31074,0.1144,-0.04099,-0.89306
2.7892,0.62982,-0.095406,-0.61512,-0.57446,-0.23765,0.23637,0.48796,-1.3538
3.564,0.56129,0.55793,0.43712,0.11711,-1.6213,0.5177,-0.15203,0.73091
5.3205,1.2656,0.69542,0.2994,-0.045526,0.33756,1.3894,-0.63683,3.4124
3.1634,0.41602,0.038808,-0.73189,1.3894,0.17807,0.0094286,-1.9395,4.0909
1.267,0.55144,-0.039451,0.4596,0.66024,-0.18858,0.52372,-0.97425,0.3939
1.7821,-0.2374,0.02884,-1.0225,0.043831,0.68738,1.3525,-0.15996,-1.7995
1.383,0.49476,-0.58223,0.32122,1.1319,1.3168,-0.39263,-0.49911,-0.55541
1.2673,0.35123,-0.26832,-0.82625,-0.14857,-0.096487,-0.69951,-0.34772,-0.78304
2.4742,0.71388,0.60408,-0.99543,-0.46721,-0.35946,0.56436,-0.40981,0.45442
1.7692,0.035729,0.31192,1.2024,0.2357,-1.1362,0.71458,-0.12305,0.53081
1.0712,0.60754,0.24541,-0.51156,0.027355,0.27168,-0.28003,-0.65088,-2.0776
1.297,0.19817,0.78131,0.07912,-0.53721,-0.44055,0.28347,-0.27806,-0.54806
1.3056,0.15208,0.41385,1.1297,-0.097139,-0.69655,0.1346,-0.24259,0.43298
1.0386,0.062318,0.28645,-0.63663,0.2004,0.25137,-0.18404,-0.52097,-0.040625
0.43864,0.43767,-0.48462,0.15344,0.96853,0.76972,-0.19434,0.44725,-0.28567
0.83175,0.39408,0.46038,-0.24578,0.49756,-0.60833,0.35668,-0.39207,0.84646
0.84603,0.63351,0.26506,0.077914,-0.38733,0.052594,-0.32054,0.091511,-0.90974
0.51447,0.44065,0.57908,-0.3293,-0.30812,0.31509,-0.57262,-0.42126,-1.1617
0.92554,-0.20866,1.0159,0.25706,0.93173,-0.5318,0.9563,-0.6989,-1.4189
0.53786,-0.011444,1.1273,0.084582,-0.73038,0.056797,0.3851,-0.1713,-0.33834
0.68318,-0.20714,0.40072,-0.8996,-0.62875,0.93572,-1.02,-0.18838,-0.45125
0.035277,-1.0299,0.69475,0.83865,1.3499,0.0016963,0.37601,-0.063862,-1.3282
-1.3596,-0.62819,0.047116,0.54826,1.3975,1.3521,-0.21263,0.49791,-0.31425
-0.23166,-1.2596,0.38868,-0.92416,1.311,-0.02208,0.10713,0.80886,-0.76679
0.46676,0.052899,-0.40924,1.6854,-0.080765,1.1796,-0.81347,0.91007,-0.2984
0.48017,-0.82148,0.61543,-0.84964,-1.2724,0.21226,-0.61978,0.24767,-0.50697
0.44492,-0.69162,0.3831,-1.0898,-0.10497,0.3849,0.0038912,0.38651,0.44163
0.08299,-0.25897,0.068414,0.96842,0.45459,0.69584,-0.44011,0.18283,0.56918
0.52771,-0.30256,-0.29428,-0.034449,-0.71323,1.0094,-0.38014,0.72091,0.08955
0.31318,-0.043821,1.0542,-2.5987,-0.82511,-0.93056,-0.42276,-0.091936,-0.29376
0.76423,0.2438,-0.35302,2.8227,0.48012,0.18946,0.13637,0.67269,1.7471
1.4885,-0.076444,-0.079268,0.78517,-0.95231,0.46726,-0.12291,-0.1974,-0.93507
1.8796,-0.85006,0.28364,0.42372,-0.052601,-0.29818,1.2314,-0.1447,0.0001082
0.85132,-0.58747,-0.17483,0.51867,-0.16415,0.32427,-0.14343,-0.98568,-0.045472
0.67767,-0.46303,-0.31507,-0.72945,-1.0578,1.3903,0.049598,0.27965,-0.084298
0.10418,-1.1074,-0.043349,0.12114,0.05111,0.098257,0.21315,-0.21198,0.37137
1.3867,-0.90901,0.58208,-1.3922,-1.8104,0.41347,-0.29191,-0.5303,3.3547
0.98989,-1.0408,0.51906,0.53419,-1.073,0.23089,0.76692,-0.35105,1.6924
0.59845,-1.6116,0.6019,0.23145,0.06109,-0.10148,-0.17233,-1.6913,1.5414
0.42465,-2.2416,-0.090327,1.6042,1.3773,-0.64622,1.0398,-0.28042,-0.25396
0.22504,-1.5648,-0.37967,0.35459,-0.64849,0.87832,0.9623,-0.44919,-1.2732
1.8099,-1.9154,-0.11523,-0.094541,-1.3679,0.90867,0.7708,-1.2706,0.77882
1.8812,-2.0601,-1.7269,1.4104,0.32209,0.56544,0.12048,-0.069353,-1.7525
1.6457,-1.6009,-0.66933,1.223,-1.9921,-0.14493,0.69262,-0.063518,-1.8612
2.7092,-0.91141,-1.1713,-0.13396,-2.3907,0.89355,-0.024807,-0.17546,0.17896
2.0229,-0.73414,-1.0786,0.3962,-2.2469,1.2513,-0.11832,-0.41264,1.4375
2.9552,-0.2468,-0.84071,1.677,-1.6948,0.52165,1.6286,0.31329,0.16755
2.5868,-0.48753,-0.97443,0.69776,-1.0406,0.2535,-0.070849,-1.0634,-0.14275
2.2278,-0.8524,-0.78143,-0.66898,-0.60197,0.9156,0.75734,-1.0714,0.16343
2.6913,-0.15093,-0.90365,0.40788,-0.85529,1.2397,0.67225,-0.996,1.198
2.5326,-0.96929,-0.56913,0.26314,-0.14796,0.086347,1.2735,-0.75599,0.73521
2.117,-0.90514,-0.64906,-0.77719,-1.0432,0.53183,0.51477,-0.91595,0.62057
2.9246,-1.2665,-0.76275,0.19367,0.46724,0.19455,1.0109,-0.87056,0.63915
5.0697,-0.97723,-1.4955,0.74306,0.0037785,-0.13273,-0.19652,-0.26337,-1.6138
3.5629,-0.016073,-0.8161,0.10529,-2.2,0.32447,1.0555,0.47022,0.72264
5.7584,0.19802,-0.83342,0.79022,-1.865,-0.20319,0.37127,-0.89237,-0.19443
4.4814,-0.043933,-1.1514,0.61256,-0.77446,0.76292,0.73528,-1.2209,0.73643
3.0718,-0.30609,-0.86817,0.013124,-0.63896,0.20473,0.72282,-0.68122,0.66901
3.1726,-0.5307,-0.68878,-0.081959,-0.54096,-0.14123,0.38581,-1.2882,1.0082
3.508,-0.26865,-1.4954,-0.0050688,-0.0070665,1.2146,0.61612,-0.98953,1.4305
3.0112,-0.62651,-0.69368,0.03559,0.23945,-0.39653,2.1017,-0.22288,-0.02728
1.7931,-0.50048,-0.81785,-0.11672,-0.88916,0.35508,-0.87994,-1.4387,0.56747
2.7422,0.13045,-0.79664,0.46877,-1.9619,0.4135,1.0981,0.27683,-0.059859
4.146,0.10346,-0.70898,1.4521,-1.34,-0.49142,1.1114,-0.87809,-0.79926
3.21,0.03205,-1.4814,0.76317,-0.59971,0.11643,0.60955,-0.35556,-1.2955
1.0814,0.059446,-0.52513,-0.58406,-0.47833,-0.066856,0.20364,-2.5899,1.2097
0.7967,0.052761,-0.84299,-0.18865,-0.23119,0.49635,0.8127,-1.2746,-0.26333
1.9404,-0.65182,-0.52693,0.17137,0.020842,0.038348,1.2208,-1.4492,0.54494
1.4194,0.080784,-0.69731,-0.41564,-0.58311,0.60101,0.59008,-0.70823,0.78376
0.83933,-0.27903,-0.58303,0.011926,0.24854,-0.25053,1.5995,-0.078277,-0.038755
0.17856,-0.24747,-0.79836,1.1509,-0.34709,-0.43824,0.12108,-1.1043,-0.14806
0.072819,-0.019345,-0.46718,-0.19577,-0.68372,0.39196,0.65545,-1.1086,0.18719
-0.17498,-0.21049,-0.89961,-0.27379,-0.35443,-0.035008,0.34912,-0.50433,-0.3364
0.4536,0.12894,-0.95399,0.1236,0.11226,0.63543,0.36112,-0.4234,0.71316
0.63576,0.36701,-0.45632,-0.90219,-1.368,0.31112,-0.14129,-0.82271,-0.15568
0.67849,0.37892,-0.57518,1.0116,-0.29844,-0.67198,1.1404,-0.15955,-0.19664
0.0079913,0.65473,-0.8985,0.68554,-0.1013,-0.035051,0.64465,-0.093913,-0.37523
0.37773,0.064078,-0.60845,0.019952,-0.27949,-0.47819,0.20726,-1.3958,0.36801
1.1584,0.13637,-0.28027,-0.092113,-1.005,-0.63441,0.13432,-0.75044,-0.30585
2.8109,1.0779,-0.41699,0.39633,-0.86941,-0.36625,0.65445,-0.6912,1.2527
3.0905,0.7271,-0.13207,0.61791,-0.41355,-1.1212,1.6207,-0.77772,0.81108
2.5293,0.93613,-0.35485,-0.030392,-0.50575,-0.60519,1.0412,-1.204,-0.40387
2.0607,0.54455,-0.34223,-0.52602,-0.40672,0.13378,0.12311,-1.7602,0.3603
1.7458,0.39098,-0.16124,-0.58747,0.05464,-0.78749,1.5175,-1.2312,0.47133
1.6086,0.7195,-0.70078,0.33528,-0.31321,0.19577,-0.073508,-1.2613,-0.31461
2.0088,0.46757,-0.1875,0.54366,0.63941,-1.0303,1.2705,-0.88612,-0.25444
2.2996,0.82391,-0.53522,0.61894,-0.59152,-0.55049,1.0604,-0.80715,0.14255
2.3828,0.97226,0.17626,-0.61339,-0.62801,-0.34,0.94606,-1.5949,0.041911
2.5489,0.92619,-0.45907,0.62066,-0.5404,-0.043558,0.88343,-1.3708,0.33214
1.8244,0.42033,-0.20875,-0.33139,0.014302,0.21063,0.72676,-1.8933,-0.001582
0.81728,-0.12475,-0.10525,-0.080945,0.41341,0.081953,0.70054,-1.5632,-0.77049
1.1519,-0.29404,-0.25221,-0.39575,0.79504,0.37583,0.64003,-0.9578,0.97497
1.0426,-0.58621,-0.022341,-0.96997,0.16092,0.15864,0.60761,-0.73027,-0.11737
-0.47552,-0.6806,-0.63601,0.64939,0.31362,0.57493,-0.14939,-0.1661,-0.15117
0.48135,-0.13071,-0.42237,-0.1848,0.41388,1.2972,-0.057641,-0.50206,-0.21645
1.1556,-0.63676,0.12865,0.13837,0.20428,-0.6944,0.38092,-0.0069212,-0.99312
0.43753,0.46564,-0.44184,0.84705,-1.4989,0.91127,-0.48408,0.37832,0.46976
0.2723,0.03867,-0.34433,0.19787,0.063614,0.67869,-0.21339,-0.21238,0.14405
-0.065559,-0.51728,0.032155,-0.65099,0.079485,-0.20676,0.055508,-0.43411,-0.26713
-0.42805,-0.35172,-0.47589,0.79648,0.076578,0.28025,-0.53797,0.33983,0.14754
-0.50733,-0.088044,-0.50181,-0.26662,-0.69466,0.86024,-0.3178,0.6389,-0.55974
-0.67371,-1.1494,0.56183,-1.0035,-0.33622,-0.64581,-0.071129,0.13687,-0.28863
0.30636,0.52472,-0.81491,1.3919,0.088211,1.2203,-0.58903,0.35989,0.028353
0.94568,-0.31248,0.087796,-0.57564,-1.0545,-0.93226,0.75206,1.0508,-1.0944
1.4974,0.31845,-0.49316,0.65882,-0.94629,-0.015602,-0.27392,0.080372,0.85405
1.8981,0.36602,-0.46504,0.85135,-0.10845,0.040869,-0.42084,-0.39531,-0.029745
1.6934,0.66621,-0.60984,0.50213,-0.29409,-0.052178,1.2326,0.62821,-0.25135
0.99833,-0.11933,-0.051994,-0.1954,0.081129,-0.45423,-0.34506,-1.0756,1.0373
1.98,0.28714,-0.79194,-0.071038,0.14007,0.2808,0.17216,-0.24071,-0.13405
1.4421,0.36949,-0.19007,-0.2069,-0.96608,0.14148,0.25167,-0.23092,-0.44045
0.69163,-0.16599,-0.52081,-0.12957,0.39152,0.43714,-0.26592,-0.88105,-0.56074
0.085438,0.37799,-0.77699,-0.22035,0.098311,0.94409,0.14098,-0.0049066,-0.24473
0.87454,0.14633,-0.054787,0.03699,-0.48649,0.070015,1.132,0.11447,0.051594
0.60831,0.0051801,0.029714,0.55936,-0.29702,-0.63628,0.55459,-0.67851,-1.1121
1.1527,0.78534,-0.87126,0.94495,-0.56477,1.0193,-0.25531,0.035085,-0.35103
1.8643,0.37654,0.12442,0.60543,-0.046159,-0.37832,0.90885,-0.15048,0.4289
1.2007,0.29292,0.13356,0.26213,-0.43358,-0.45419,0.42523,-0.53599,0.60375
1.3313,0.1598,-0.62462,-0.42101,0.58262,0.32168,0.5456,-0.31247,-1.1821
1.2233,0.27937,-0.51817,-0.66112,0.0010256,0.78379,0.094803,0.0022871,-0.6786
-0.27135,0.32528,-0.66462,0.27826,0.26018,0.68407,-0.168,0.15884,-1.4097
0.80182,0.49976,-0.051712,-0.33853,-0.98935,0.61846,0.78708,0.29368,0.53295
0.33036,0.56439,-0.085465,0.13,0.0065583,0.59205,-0.57922,-0.76914,-0.13996
0.8285,0.55973,-0.2388,0.088471,0.4201,0.70885,0.47515,-0.11433,-0.14121
0.901,0.7715,-0.11029,0.40073,0.50718,0.54914,0.64065,0.16316,0.10582
0.059051,0.018625,0.18418,0.31955,0.19799,0.022694,0.42482,-0.10746,-0.036755
0.057655,0.4197,-0.10298,0.096106,0.37467,0.88171,-0.11457,-0.22612,-0.18888
0.11855,0.21602,-0.31514,-0.14393,0.40322,-0.05828,-0.15697,0.2368,-1.3781
0.48897,-0.025178,-0.033721,-0.086668,0.28777,-0.054682,0.010144,0.13471,-0.9397
0.34058,0.49621,-0.25789,-0.53281,-0.31717,0.31563,-0.30688,-0.16967,-0.72113
0.74319,0.14093,0.17312,-0.11153,-0.25404,0.1284,-0.050076,0.06295,-0.11145
0.62347,-0.5926,0.26303,0.23367,0.73512,-0.60482,0.15465,0.30137,-0.50198
-0.40832,-0.52481,0.10795,-0.74406,-0.025862,-0.73171,-0.89793,-0.22344,-1.1243
-0.81426,1.1192,-0.45643,1.0583,-0.64902,1.7402,0.51851,1.7216,2.8883
-2.2997,-0.49241,-0.094038,-0.22091,1.7224,-0.0080721,-0.16989,0.3753,1.7895
-2.2743,0.11565,-0.44159,-1.446,0.10944,0.93913,-1.158,0.35564,1.4237
-0.54273,-0.035602,-0.48712,0.60083,0.27351,-0.86386,-0.050169,1.0189,-2.9222
0.24673,0.025344,-0.59119,-0.64919,0.46928,-0.38284,-0.67086,0.18527,-0.43542
-0.093647,0.24384,-0.55114,-0.39121,-0.24862,-0.22208,-0.90913,-0.088909,-0.9563
1.338,0.2992,-0.42474,1.3239,0.40242,-0.41898,0.28949,1.1061,-0.28516
0.33265,0.088102,0.26377,-0.54459,-0.74389,-0.70334,-0.51913,-0.4514,-0.6533
0.13155,-0.010958,0.1316,-2.3037,-0.95685,0.25584,-0.43115,-0.18551,-0.63784
0.97381,0.48538,-0.67931,2.177,0.71885,-0.79588,0.39668,0.60943,0.11915
-0.68443,-0.020978,0.025338,0.35462,-0.30608,-1.4506,0.07784,-0.044435,0.11197
-0.23761,0.35521,0.032392,-1.1622,-0.090509,0.015976,-0.50054,-0.59331,-0.61072
0.19446,0.5812,-0.28122,0.0016286,-0.21337,-0.28686,0.22832,0.17527,1.2219
-0.24776,-0.12966,0.36756,-0.88216,0.2503,-0.83229,0.020797,-0.90361,0.12276
-0.016578,0.84031,-0.30275,1.1854,0.47381,-0.11331,0.92966,0.29705,0.80067
-0.55615,0.49476,-0.35626,-0.39492,0.52434,-0.033091,0.70383,0.25248,-1.4687
-0.30039,0.82257,-0.19235,-0.32539,-0.49017,-0.054013,0.51893,0.29522,-0.89622
-0.50416,0.56883,0.054131,0.67375,0.39212,-1.3171,-0.98197,-1.4072,-1.0116
-0.11132,0.30351,0.44155,-0.40475,-0.74521,-0.42031,-0.76625,-1.6471,0.23518
-0.63409,0.53843,-0.094334,-1.0786,-0.039428,0.36763,0.82287,0.78854,-0.15072
-0.61149,0.44449,-0.48335,2.2358,1.9925,-0.19459,1.5173,0.51556,-0.10714
0.57189,-0.18526,0.95537,0.34823,-1.6747,-0.84745,-0.6381,-1.1696,0.85272
-1.0061,0.15889,0.054099,-2.3362,-0.32561,0.9579,-0.84076,0.042564,-0.18129
-0.63231,-0.62375,0.20895,1.5101,1.3428,-0.7452,0.58968,0.23783,-0.34678
-1.2472,-0.57021,0.025288,0.90842,0.84298,-0.46972,0.019862,0.35273,-0.0087685
-1.6513,0.19104,0.26239,-2.2165,-1.9683,0.54758,-1.2413,0.029866,0.26745
-1.5042,-0.57851,0.45365,1.4453,1.3603,-1.2573,0.43458,-0.079073,0.85349
-1.0799,-0.43794,0.55966,-0.16909,0.066438,-0.43196,-0.2668,-0.2073,0.24879
-1.5021,-0.7751,-0.1536,-0.64939,0.58976,0.41932,-0.74461,0.63781,1.4198
-0.82085,-1.4649,0.26358,-2.2,0.16907,-0.29368,-1.0047,0.52403,0.60574
-0.60417,-1.0135,-0.23684,1.4981,1.0008,-1.011,-0.41329,1.4238,1.2357
-0.35977,-1.15,0.04754,0.71625,0.70011,-0.86657,-0.41314,0.96657,2.4241
1.123,-1.206,-0.018596,-1.4306,-0.99741,-0.76537,-0.75644,0.77208,1.1763
2.0062,-1.036,-0.83539,-0.46456,-0.70431,-0.97675,-1.9522,0.17798,-1.1412
1.6508,-1.4304,-0.89385,0.59658,0.59978,-1.5093,-0.11858,1.3029,1.0094
1.1073,-1.0565,-1.2073,1.8245,0.60504,-1.6765,-0.48593,0.97659,1.3241
1.0589,-1.2129,-0.59312,-1.5054,-0.77906,-1.0242,-1.1859,0.35365,1.5948
0.82183,-1.4278,-0.16771,-3.8061,-0.00033338,-1.0237,5.9874,5.1631,3.4126
0.68407,-1.2652,-2.0776,5.8894,0.3394,-1.1366,-11.742,-7.5185,-0.3758
3.9646,-1.3269,-1.3449,-1.9481,-0.74613,-1.4355,2.4213,3.6864,0.29472
5.0521,-0.88155,-1.5679,-0.18037,-0.91075,-1.4562,1.0183,2.1975,-0.013962
3.3704,-0.28015,-0.98919,-1.0605,-1.8526,-0.9263,-1.2199,-0.31815,1.6463
2.6179,-0.19846,-1.1422,0.0033683,-0.36701,-1.6519,-0.54589,0.32462,1.0558
3.7247,-0.27636,-0.94215,-0.98004,-1.5543,-1.7051,-0.28402,-0.23504,0.17235
3.2814,-0.20258,-1.4156,-0.15729,-0.7492,-0.67225,-0.81781,0.19881,0.43917
2.3868,-0.19897,-1.3002,1.0964,1.3653,-1.8027,0.71127,0.52359,1.5324
2.6515,0.11515,-0.92484,-0.96961,-0.32472,-0.80898,0.11797,0.024952,2.4298
0.90735,-0.28603,-0.67367,-0.67701,0.27531,-1.1963,-0.35317,-0.3258,3.4299
-0.48833,-0.44053,-0.78941,-0.43283,-0.053296,-0.7369,-0.87699,-0.35663,0.58976
-1.5355,-0.39058,-0.35431,-0.43246,0.42762,-1.4665,0.16134,0.060229,1.6144
-1.1362,-0.50261,-0.41283,-0.37681,-0.33173,-1.502,-0.19939,0.68027,0.98897
1.0622,-0.44796,-1.5234,0.14656,0.58983,-0.8835,-0.18236,1.0094,-0.026844
-1.1713,-0.66995,-0.61406,-0.46693,0.2517,-2.1066,-0.63982,-0.12617,0.81469
-0.67799,0.42424,-0.90796,-1.6705,-0.78918,-0.70244,-0.97705,-0.086931,1.4194
-1.7623,-0.50461,-0.17005,-1.5535,-0.69011,-0.97107,0.10672,-0.066007,2.0448
-1.333,-0.61816,-0.95882,0.35734,0.71171,-1.1974,-1.147,-0.025199,-0.12458
-1.5502,-1.0273,-1.3925,3.5646,2.7494,-2.3234,0.63889,1.5713,-0.9524
-3.1523,-0.37862,-1.4746,-2.3144,-0.0989,-0.27297,-1.5439,0.57989,-0.21864
-2.4355,-0.39296,-0.95779,-1.9677,-0.76082,-0.62798,-1.2876,0.89954,0.19637
-0.67722,0.25781,-0.86902,0.83938,-0.9943,-1.3779,-0.31751,1.3293,0.63457
0.31584,0.031653,-0.37418,-0.79971,-1.1247,-2.0205,-0.25737,0.32898,0.40298
-1.4918,0.32884,-1.2748,0.18929,0.20226,-0.87456,-1.9825,-0.839,0.78571
-0.23052,0.27648,-1.1983,0.40448,1.3289,-1.6257,-0.23695,0.19599,0.70122
0.032446,0.70103,-1.1228,0.48239,0.20769,-0.84003,-0.049277,0.72335,0.67282
-0.43831,0.32079,-0.7251,-2.0492,-0.46388,-1.3976,-1.0386,-0.17181,0.81286